Date,TVL
2022-04-03 09:00:00,30723296129.0
2022-04-04 09:00:00,30310659407.0
2022-04-05 09:00:00,31209978644.0
2022-04-06 09:00:00,31352129594.0
2022-04-07 09:00:00,29242883265.0
2022-04-08 09:00:00,29445479315.0
2022-04-09 09:00:00,27992347913.0
2022-04-10 09:00:00,28298878060.0
2022-04-11 09:00:00,27775991784.0
2022-04-12 09:00:00,26100684471.0
2022-04-13 09:00:00,26526212923.0
2022-04-14 09:00:00,26901856274.0
2022-04-15 09:00:00,26290928750.0
2022-04-16 09:00:00,26300683157.0
2022-04-17 09:00:00,26743559121.0
2022-04-18 09:00:00,26296955679.0
2022-04-19 09:00:00,28642468781.0
2022-04-20 09:00:00,28852615128.0
2022-04-21 09:00:00,29408034188.0
2022-04-22 09:00:00,28847905463.0
2022-04-23 09:00:00,29519569252.0
2022-04-24 09:00:00,28975625050.0
2022-04-25 09:00:00,28835943669.0
2022-04-26 09:00:00,30661186461.0
2022-04-27 09:00:00,29146468612.0
2022-04-28 09:00:00,29392828286.0
2022-04-29 09:00:00,29522669340.0
2022-04-30 09:00:00,29002439292.0
2022-05-01 09:00:00,28019616801.0
2022-05-02 09:00:00,28604951696.0
2022-05-03 09:00:00,28938645574.0
2022-05-04 09:00:00,28838083537.0
2022-05-05 09:00:00,29653907803.0
2022-05-06 09:00:00,29174709154.0
2022-05-07 09:00:00,28234271747.0
2022-05-08 09:00:00,24765701870.0
2022-05-09 09:00:00,23187387401.0
2022-05-10 09:00:00,13107180115.0
2022-05-11 09:00:00,9235613721.0
2022-05-12 09:00:00,4127597031.0
2022-05-13 09:00:00,1005783282.0
2022-05-14 09:00:00,451973007.0
2022-05-15 09:00:00,515353634.0
2022-05-16 09:00:00,434544186.0
2022-05-17 09:00:00,241022345.0
2022-05-18 09:00:00,213736571.0
2022-05-19 09:00:00,179565609.0
2022-05-20 09:00:00,157691623.0
2022-05-21 09:00:00,142087448.0
2022-05-22 09:00:00,121413092.0
2022-05-23 09:00:00,133270380.0
2022-05-24 09:00:00,152012558.0
2022-05-25 09:00:00,155038021.0
2022-05-26 09:00:00,175741301.0
2022-05-27 09:00:00,84183874.0
2022-05-28 09:00:00,76859038.0
2022-05-29 09:00:00,66855908.0
2022-05-30 09:00:00,68665079.0
2022-05-31 09:00:00,38343258.0
2022-06-01 09:00:00,51443736.0
2022-06-02 09:00:00,50574235.0
2022-06-03 09:00:00,27394981.0
2022-06-04 09:00:00,17356138.0
2022-06-05 09:00:00,16494815.0
2022-06-06 09:00:00,14578379.0
2022-06-07 09:00:00,14883954.0
2022-06-08 09:00:00,14881292.0
2022-06-09 09:00:00,12079792.0
2022-06-10 09:00:00,12856576.0
2022-06-11 09:00:00,11662343.0
2022-06-12 09:00:00,10089215.0
2022-06-13 09:00:00,10460616.0
2022-06-14 09:00:00,8818722.0
2022-06-15 09:00:00,8856480.0
2022-06-16 09:00:00,8812578.0
2022-06-17 09:00:00,8027997.0
2022-06-18 09:00:00,8141696.0
2022-06-19 09:00:00,7496670.0
2022-06-20 09:00:00,8522583.0
2022-06-21 09:00:00,8647949.0
2022-06-22 09:00:00,8783127.0
2022-06-23 09:00:00,8716323.0
2022-06-24 09:00:00,8975558.0
2022-06-25 09:00:00,9631089.0
2022-06-26 09:00:00,10308409.0
2022-06-27 09:00:00,12881221.0
2022-06-28 09:00:00,15128372.0
2022-06-29 09:00:00,24003086.0
2022-06-30 09:00:00,37855466.0
2022-07-01 09:00:00,26885283.0
2022-07-02 09:00:00,32533402.0
2022-07-03 09:00:00,18157811.0
2022-07-04 09:00:00,20942902.0
2022-07-05 09:00:00,20646614.0
2022-07-06 09:00:00,18338262.0
2022-07-07 09:00:00,15369255.0
2022-07-08 09:00:00,15730557.0
2022-07-09 09:00:00,15122238.0
2022-07-10 09:00:00,14656100.0
2022-07-11 09:00:00,15117676.0
2022-07-12 09:00:00,13395357.0
2022-07-13 09:00:00,12369125.0
2022-07-14 09:00:00,12098091.0
2022-07-15 09:00:00,11536920.0
2022-07-16 09:00:00,14137439.0
2022-07-17 09:00:00,13005453.0
2022-07-18 09:00:00,12911684.0
2022-07-19 09:00:00,13707295.0
2022-07-20 09:00:00,12255129.0
2022-07-21 09:00:00,11777050.0
2022-07-22 09:00:00,11835425.0
2022-07-23 09:00:00,11560973.0
2022-07-24 09:00:00,11309756.0
2022-07-25 09:00:00,10981562.0
2022-07-26 09:00:00,11952467.0
2022-07-27 09:00:00,12398018.0
2022-07-28 09:00:00,12376687.0
2022-07-29 09:00:00,12472425.0
2022-07-30 09:00:00,12576156.0
2022-07-31 09:00:00,12680189.0
2022-08-01 09:00:00,13013072.0
2022-08-02 09:00:00,12948202.0
2022-08-03 09:00:00,12399346.0
2022-08-04 09:00:00,12609276.0
2022-08-05 09:00:00,12541072.0
2022-08-06 09:00:00,12807998.0
2022-08-07 09:00:00,12700659.0
2022-08-08 09:00:00,12629528.0
2022-08-09 09:00:00,12842500.0
